PaymentID,StudentID,Amount,PaymentDate,Semester,Year,Method
"PAY-338","STU-2023141","109483.74","2023-08-23","Fall","2023","Online Gateway"
"PAY-339","STU-2023141","84940.33","2023-01-26","Spring","2023","Demand Draft"
"PAY-340","STU-2023142","100128.21","2023-08-25","Fall","2023","Online Gateway"
"PAY-341","STU-2023142","83375.44","2023-01-31","Spring","2023","Bank Transfer"
"PAY-342","STU-2023142","108008.39","2024-08-22","Fall","2024","Demand Draft"
"PAY-343","STU-2023143","112701.55","2023-08-11","Fall","2023","Online Gateway"
"PAY-344","STU-2023143","106110.56","2023-01-23","Spring","2023","Online Gateway"
"PAY-345","STU-2023143","91338.94","2024-08-29","Fall","2024","Online Gateway"
"PAY-346","STU-2023143","76646.38","2024-01-24","Spring","2024","Online Gateway"
"PAY-347","STU-2023144","106530.32","2023-08-06","Fall","2023","Online Gateway"
"PAY-348","STU-2023145","104054.44","2023-08-17","Fall","2023","Bank Transfer"
"PAY-349","STU-2023145","100493.1","2023-01-06","Spring","2023","Online Gateway"
"PAY-350","STU-2023145","96702.17","2024-08-31","Fall","2024","Online Gateway"
"PAY-351","STU-2023145","124487.23","2024-01-01","Spring","2024","Online Gateway"
"PAY-352","STU-2023146","81518.99","2023-08-05","Fall","2023","Demand Draft"
"PAY-353","STU-2023147","114945.07","2023-08-13","Fall","2023","Demand Draft"
"PAY-354","STU-2023148","120396.66","2023-08-27","Fall","2023","Online Gateway"
"PAY-355","STU-2023148","79481.82","2023-01-02","Spring","2023","Demand Draft"
"PAY-356","STU-2023148","116288.08","2024-08-01","Fall","2024","Bank Transfer"
"PAY-357","STU-2023149","124621.83","2023-08-13","Fall","2023","Bank Transfer"
"PAY-358","STU-2023149","87274.82","2023-01-05","Spring","2023","Bank Transfer"
"PAY-359","STU-2023150","94852.79","2023-08-11","Fall","2023","Demand Draft"
"PAY-360","STU-2023151","120893.54","2023-08-11","Fall","2023","Demand Draft"
"PAY-361","STU-2023151","122163.7","2023-01-23","Spring","2023","Online Gateway"
"PAY-362","STU-2023151","80913.39","2024-08-23","Fall","2024","Demand Draft"
"PAY-363","STU-2023151","82886.3","2024-01-13","Spring","2024","Bank Transfer"
"PAY-364","STU-2023152","78608.98","2023-07-31","Fall","2023","Online Gateway"
"PAY-365","STU-2023153","122804.49","2023-08-22","Fall","2023","Online Gateway"
"PAY-366","STU-2023153","103352.85","2023-01-05","Spring","2023","Bank Transfer"
"PAY-367","STU-2023153","103501.89","2024-08-15","Fall","2024","Online Gateway"
"PAY-368","STU-2023153","81854.28","2024-01-26","Spring","2024","Bank Transfer"
"PAY-369","STU-2023154","102327.92","2023-08-09","Fall","2023","Demand Draft"
"PAY-370","STU-2023155","123169.21","2023-08-08","Fall","2023","Online Gateway"
"PAY-371","STU-2023155","82704.19","2023-01-12","Spring","2023","Online Gateway"
"PAY-372","STU-2023155","117709.81","2024-08-27","Fall","2024","Demand Draft"
"PAY-373","STU-2023156","104095.98","2023-08-24","Fall","2023","Bank Transfer"
"PAY-374","STU-2023156","123770.18","2023-01-21","Spring","2023","Bank Transfer"
"PAY-375","STU-2023156","104236.43","2024-08-28","Fall","2024","Demand Draft"
"PAY-376","STU-2023156","83443.45","2024-01-16","Spring","2024","Online Gateway"
"PAY-377","STU-2023157","124668.73","2023-08-25","Fall","2023","Bank Transfer"
"PAY-378","STU-2023157","118542.52","2023-01-30","Spring","2023","Bank Transfer"
"PAY-379","STU-2023157","103157.81","2024-08-18","Fall","2024","Online Gateway"
"PAY-380","STU-2023157","124399.04","2024-01-05","Spring","2024","Online Gateway"
"PAY-381","STU-2023158","82895.12","2023-08-04","Fall","2023","Demand Draft"
"PAY-382","STU-2023159","121750.55","2023-08-28","Fall","2023","Bank Transfer"
"PAY-383","STU-2023159","79992.48","2023-01-25","Spring","2023","Online Gateway"
"PAY-384","STU-2023160","112589.48","2023-08-07","Fall","2023","Online Gateway"
"PAY-385","STU-2023161","107185.92","2023-08-03","Fall","2023","Demand Draft"
"PAY-386","STU-2023162","124564.57","2023-08-15","Fall","2023","Online Gateway"
"PAY-387","STU-2023162","112529.15","2023-01-27","Spring","2023","Bank Transfer"
"PAY-388","STU-2023162","98496.28","2024-08-06","Fall","2024","Demand Draft"
"PAY-389","STU-2023163","119495.05","2023-08-30","Fall","2023","Demand Draft"
"PAY-390","STU-2023163","81811.24","2023-01-31","Spring","2023","Bank Transfer"
"PAY-391","STU-2023164","87802.26","2023-08-13","Fall","2023","Demand Draft"
"PAY-392","STU-2023164","76573.21","2023-01-31","Spring","2023","Demand Draft"
"PAY-393","STU-2023164","121832.54","2024-08-20","Fall","2024","Online Gateway"
"PAY-394","STU-2023165","110064.47","2023-08-08","Fall","2023","Bank Transfer"
"PAY-395","STU-2023165","117222.13","2023-01-14","Spring","2023","Online Gateway"
"PAY-396","STU-2023166","122225.97","2023-08-25","Fall","2023","Demand Draft"
"PAY-397","STU-2023166","122990.98","2023-01-12","Spring","2023","Online Gateway"
"PAY-398","STU-2023167","102592.19","2023-08-28","Fall","2023","Bank Transfer"
"PAY-399","STU-2023167","94595.18","2023-01-08","Spring","2023","Bank Transfer"
"PAY-400","STU-2023167","87437.04","2024-08-25","Fall","2024","Bank Transfer"
"PAY-401","STU-2023167","77640.03","2024-01-14","Spring","2024","Online Gateway"
"PAY-402","STU-2023168","99049.44","2023-08-13","Fall","2023","Demand Draft"
"PAY-403","STU-2023168","88598.16","2023-01-12","Spring","2023","Bank Transfer"
"PAY-404","STU-2023168","112255.22","2024-08-07","Fall","2024","Bank Transfer"
"PAY-405","STU-2023168","80716.63","2024-01-06","Spring","2024","Bank Transfer"
"PAY-406","STU-2023169","94983.32","2023-08-10","Fall","2023","Online Gateway"
"PAY-407","STU-2023170","100042.38","2023-08-24","Fall","2023","Demand Draft"
"PAY-408","STU-2023170","117986.74","2023-01-06","Spring","2023","Demand Draft"
"PAY-409","STU-2023170","103096.64","2024-08-25","Fall","2024","Bank Transfer"
"PAY-410","STU-2023171","94654.9","2023-08-22","Fall","2023","Bank Transfer"
"PAY-411","STU-2023171","122070.07","2023-01-25","Spring","2023","Bank Transfer"
"PAY-412","STU-2023172","80265.18","2023-08-28","Fall","2023","Online Gateway"
"PAY-413","STU-2023172","108174.58","2023-01-26","Spring","2023","Demand Draft"
"PAY-414","STU-2023172","76816.38","2024-08-11","Fall","2024","Online Gateway"
"PAY-415","STU-2023172","77655.18","2024-01-20","Spring","2024","Bank Transfer"
"PAY-416","STU-2023173","80513.83","2023-08-03","Fall","2023","Demand Draft"
"PAY-417","STU-2023174","95154.32","2023-08-12","Fall","2023","Online Gateway"
"PAY-418","STU-2023174","79573.67","2023-01-21","Spring","2023","Online Gateway"
"PAY-419","STU-2023175","99990.93","2023-08-18","Fall","2023","Online Gateway"
"PAY-420","STU-2023175","89643.21","2023-01-25","Spring","2023","Online Gateway"
"PAY-421","STU-2023175","99757","2024-08-22","Fall","2024","Online Gateway"
"PAY-422","STU-2023176","119686.67","2023-08-07","Fall","2023","Online Gateway"
"PAY-423","STU-2023176","76867.11","2023-01-03","Spring","2023","Online Gateway"
"PAY-424","STU-2023176","113291.4","2024-08-22","Fall","2024","Online Gateway"
"PAY-425","STU-2023177","83199.46","2023-08-19","Fall","2023","Demand Draft"
"PAY-426","STU-2023178","94944.54","2023-08-25","Fall","2023","Online Gateway"
"PAY-427","STU-2023178","111956.23","2023-01-20","Spring","2023","Bank Transfer"
"PAY-428","STU-2023179","116968.24","2023-08-03","Fall","2023","Bank Transfer"
"PAY-429","STU-2023179","105857.01","2023-01-17","Spring","2023","Bank Transfer"
"PAY-430","STU-2023179","96116.8","2024-08-24","Fall","2024","Demand Draft"
"PAY-431","STU-2023180","110337.98","2023-08-01","Fall","2023","Bank Transfer"
"PAY-432","STU-2023181","79107.68","2023-08-02","Fall","2023","Online Gateway"
"PAY-433","STU-2023181","108029.52","2023-01-28","Spring","2023","Bank Transfer"
"PAY-434","STU-2023181","89084.62","2024-08-23","Fall","2024","Online Gateway"
"PAY-435","STU-2023182","89077.11","2023-08-26","Fall","2023","Online Gateway"
"PAY-436","STU-2023182","109163.47","2023-01-01","Spring","2023","Online Gateway"
"PAY-437","STU-2023182","101239.03","2024-08-09","Fall","2024","Demand Draft"
"PAY-438","STU-2023183","124810.64","2023-08-19","Fall","2023","Online Gateway"
"PAY-439","STU-2023183","115845.95","2023-01-17","Spring","2023","Demand Draft"
"PAY-440","STU-2023183","116109.41","2024-08-29","Fall","2024","Bank Transfer"
"PAY-441","STU-2023184","88553.5","2023-08-23","Fall","2023","Bank Transfer"
"PAY-442","STU-2023184","106493.47","2023-01-27","Spring","2023","Online Gateway"
"PAY-443","STU-2023184","124186.15","2024-08-10","Fall","2024","Online Gateway"
"PAY-444","STU-2023185","118222.42","2023-08-01","Fall","2023","Online Gateway"
"PAY-445","STU-2023185","96522.69","2023-01-04","Spring","2023","Demand Draft"
"PAY-446","STU-2023186","114323.77","2023-08-06","Fall","2023","Demand Draft"
"PAY-447","STU-2023187","86068.23","2023-08-21","Fall","2023","Bank Transfer"
"PAY-448","STU-2023187","83821.71","2023-01-19","Spring","2023","Demand Draft"
"PAY-449","STU-2023188","113762.24","2023-08-28","Fall","2023","Bank Transfer"
"PAY-450","STU-2023188","103911.06","2023-01-14","Spring","2023","Online Gateway"
"PAY-451","STU-2023188","87735.43","2024-08-10","Fall","2024","Demand Draft"
"PAY-452","STU-2023189","75678.76","2023-08-19","Fall","2023","Demand Draft"
"PAY-453","STU-2023189","91017.02","2023-01-14","Spring","2023","Online Gateway"
"PAY-454","STU-2023189","101809.88","2024-08-16","Fall","2024","Online Gateway"
"PAY-455","STU-2023189","103434.19","2024-01-05","Spring","2024","Demand Draft"
"PAY-456","STU-2023190","107006.86","2023-08-23","Fall","2023","Bank Transfer"
"PAY-457","STU-2023191","84887.62","2023-08-02","Fall","2023","Bank Transfer"
"PAY-458","STU-2023192","120554.88","2023-08-11","Fall","2023","Online Gateway"
"PAY-459","STU-2023193","77444.75","2023-08-23","Fall","2023","Bank Transfer"
"PAY-460","STU-2023193","120804.73","2023-01-28","Spring","2023","Online Gateway"
"PAY-461","STU-2023194","75909.2","2023-08-13","Fall","2023","Online Gateway"
"PAY-462","STU-2023194","115063.68","2023-01-24","Spring","2023","Online Gateway"
"PAY-463","STU-2023195","117711.33","2023-08-23","Fall","2023","Demand Draft"
"PAY-464","STU-2023195","89450.21","2023-01-05","Spring","2023","Online Gateway"
"PAY-465","STU-2023195","96297.22","2024-08-26","Fall","2024","Online Gateway"
"PAY-466","STU-2023195","115054.93","2024-01-08","Spring","2024","Online Gateway"
"PAY-467","STU-2023196","98010.65","2023-08-12","Fall","2023","Demand Draft"
"PAY-468","STU-2023196","119612.96","2023-01-25","Spring","2023","Bank Transfer"
"PAY-469","STU-2023197","98139.28","2023-08-14","Fall","2023","Online Gateway"
"PAY-470","STU-2023197","92642.24","2023-01-18","Spring","2023","Online Gateway"
"PAY-471","STU-2023198","100071.23","2023-08-30","Fall","2023","Bank Transfer"
"PAY-472","STU-2023198","95776.47","2023-01-07","Spring","2023","Online Gateway"
"PAY-473","STU-2023199","117821.66","2023-08-24","Fall","2023","Demand Draft"
"PAY-474","STU-2023200","118272.61","2023-08-24","Fall","2023","Online Gateway"
"PAY-475","STU-2023200","110246.82","2023-01-06","Spring","2023","Online Gateway"
"PAY-476","STU-2023201","117441.4","2023-08-26","Fall","2023","Bank Transfer"
"PAY-477","STU-2023201","109427.31","2023-01-14","Spring","2023","Online Gateway"
"PAY-478","STU-2023201","87792.77","2024-08-18","Fall","2024","Online Gateway"
"PAY-479","STU-2023202","110227.94","2023-08-02","Fall","2023","Bank Transfer"
"PAY-480","STU-2023202","123705.29","2023-01-04","Spring","2023","Bank Transfer"
"PAY-481","STU-2023202","120159.24","2024-08-09","Fall","2024","Bank Transfer"
"PAY-482","STU-2023202","101225.52","2024-01-27","Spring","2024","Demand Draft"
"PAY-483","STU-2023203","117264.57","2023-08-13","Fall","2023","Bank Transfer"
"PAY-484","STU-2023204","105576.52","2023-08-27","Fall","2023","Online Gateway"
"PAY-485","STU-2023204","114968.03","2023-01-27","Spring","2023","Demand Draft"
"PAY-486","STU-2023205","112208.27","2023-08-24","Fall","2023","Bank Transfer"
"PAY-487","STU-2023205","120714.91","2023-01-13","Spring","2023","Demand Draft"
"PAY-488","STU-2023205","81416.56","2024-08-21","Fall","2024","Online Gateway"
"PAY-489","STU-2023206","85802.12","2023-08-01","Fall","2023","Demand Draft"
"PAY-490","STU-2023206","89076.16","2023-01-01","Spring","2023","Bank Transfer"
"PAY-491","STU-2023207","99949.29","2023-08-20","Fall","2023","Demand Draft"
"PAY-492","STU-2023207","105100.83","2023-01-31","Spring","2023","Demand Draft"
"PAY-493","STU-2023207","111644.93","2024-08-18","Fall","2024","Online Gateway"
"PAY-494","STU-2023208","93467.67","2023-08-06","Fall","2023","Demand Draft"
"PAY-495","STU-2023209","107366.9","2023-08-28","Fall","2023","Demand Draft"
"PAY-496","STU-2023209","97271.39","2023-01-19","Spring","2023","Bank Transfer"
"PAY-497","STU-2023209","116672.46","2024-08-11","Fall","2024","Online Gateway"
"PAY-498","STU-2023210","118931.93","2023-08-08","Fall","2023","Bank Transfer"
"PAY-499","STU-2023210","106385.44","2023-01-14","Spring","2023","Online Gateway"
"PAY-500","STU-2023210","75972.88","2024-08-19","Fall","2024","Online Gateway"
"PAY-501","STU-2023210","80374.04","2024-01-29","Spring","2024","Bank Transfer"
"PAY-502","STU-2023211","88960.21","2023-08-08","Fall","2023","Demand Draft"
"PAY-503","STU-2023211","108120.16","2023-01-03","Spring","2023","Online Gateway"
"PAY-504","STU-2023212","98704.68","2023-08-29","Fall","2023","Bank Transfer"
"PAY-505","STU-2023212","123352.08","2023-01-07","Spring","2023","Demand Draft"
"PAY-506","STU-2023212","86422.1","2024-08-07","Fall","2024","Online Gateway"
"PAY-507","STU-2023213","107367.62","2023-08-06","Fall","2023","Bank Transfer"
"PAY-508","STU-2023214","92164.22","2023-08-05","Fall","2023","Online Gateway"
"PAY-509","STU-2023214","113988.25","2023-01-25","Spring","2023","Demand Draft"
"PAY-510","STU-2023214","106504.1","2024-08-07","Fall","2024","Online Gateway"
"PAY-511","STU-2023215","86170.82","2023-08-05","Fall","2023","Bank Transfer"
"PAY-512","STU-2023215","80495.63","2023-01-15","Spring","2023","Bank Transfer"
"PAY-513","STU-2023216","98856.4","2023-08-30","Fall","2023","Online Gateway"
"PAY-514","STU-2023216","95548.27","2023-01-19","Spring","2023","Bank Transfer"
"PAY-515","STU-2023216","94280.35","2024-08-13","Fall","2024","Bank Transfer"
"PAY-516","STU-2023216","118823.5","2024-01-27","Spring","2024","Bank Transfer"
"PAY-517","STU-2023217","103306.78","2023-07-31","Fall","2023","Bank Transfer"
"PAY-518","STU-2023217","94181.89","2023-01-07","Spring","2023","Bank Transfer"
"PAY-519","STU-2023217","108073.72","2024-08-28","Fall","2024","Demand Draft"
"PAY-520","STU-2023217","85068.09","2024-01-23","Spring","2024","Bank Transfer"
"PAY-521","STU-2023218","87482.21","2023-08-12","Fall","2023","Demand Draft"
"PAY-522","STU-2023218","82075.21","2023-01-20","Spring","2023","Bank Transfer"
"PAY-523","STU-2023218","90907.53","2024-08-18","Fall","2024","Demand Draft"
"PAY-524","STU-2023219","121681.31","2023-08-05","Fall","2023","Demand Draft"
"PAY-525","STU-2023219","93625.27","2023-01-10","Spring","2023","Bank Transfer"
"PAY-526","STU-2023219","114204.8","2024-08-13","Fall","2024","Bank Transfer"
"PAY-527","STU-2023219","108743.64","2024-01-17","Spring","2024","Online Gateway"
"PAY-528","STU-2023220","103289.04","2023-08-30","Fall","2023","Bank Transfer"
"PAY-529","STU-2023220","95862.03","2023-01-18","Spring","2023","Demand Draft"
"PAY-530","STU-2023220","83402.19","2024-08-24","Fall","2024","Bank Transfer"
"PAY-531","STU-2023221","85856.68","2023-08-01","Fall","2023","Demand Draft"
"PAY-532","STU-2023221","106889.4","2023-01-09","Spring","2023","Demand Draft"
"PAY-533","STU-2023222","80540.17","2023-08-06","Fall","2023","Online Gateway"
"PAY-534","STU-2023222","115263.41","2023-01-07","Spring","2023","Demand Draft"
"PAY-535","STU-2023223","105228.35","2023-08-11","Fall","2023","Demand Draft"
"PAY-536","STU-2023223","94761.37","2023-01-24","Spring","2023","Bank Transfer"
"PAY-537","STU-2023223","105479.95","2024-08-07","Fall","2024","Bank Transfer"
"PAY-538","STU-2023223","114638.22","2024-01-22","Spring","2024","Online Gateway"
"PAY-539","STU-2023224","92634.78","2023-08-14","Fall","2023","Demand Draft"
"PAY-540","STU-2023224","121563.84","2023-01-02","Spring","2023","Demand Draft"
"PAY-541","STU-2023225","99761.07","2023-08-08","Fall","2023","Demand Draft"
"PAY-542","STU-2023226","99005.77","2023-08-29","Fall","2023","Online Gateway"
"PAY-543","STU-2023226","111778.88","2023-01-28","Spring","2023","Online Gateway"
"PAY-544","STU-2023226","100019.27","2024-08-03","Fall","2024","Online Gateway"
"PAY-545","STU-2023226","106231.49","2024-01-04","Spring","2024","Demand Draft"
"PAY-546","STU-2023227","123138.31","2023-08-08","Fall","2023","Bank Transfer"
"PAY-547","STU-2023227","75412.71","2023-01-13","Spring","2023","Online Gateway"
"PAY-548","STU-2023227","112798.74","2024-08-06","Fall","2024","Bank Transfer"
"PAY-549","STU-2023228","111994.95","2023-08-17","Fall","2023","Demand Draft"
"PAY-550","STU-2023228","124551.88","2023-01-22","Spring","2023","Online Gateway"
"PAY-551","STU-2023228","109615.02","2024-08-21","Fall","2024","Bank Transfer"
"PAY-552","STU-2023229","108668.19","2023-08-17","Fall","2023","Demand Draft"
"PAY-553","STU-2023229","103757.06","2023-01-12","Spring","2023","Online Gateway"
"PAY-554","STU-2023229","107761.9","2024-08-25","Fall","2024","Demand Draft"
"PAY-555","STU-2023230","94294","2023-08-18","Fall","2023","Online Gateway"
"PAY-556","STU-2023230","104877.25","2023-01-29","Spring","2023","Bank Transfer"
"PAY-557","STU-2023230","101708.03","2024-08-17","Fall","2024","Online Gateway"
"PAY-558","STU-2023231","95780.01","2023-08-26","Fall","2023","Demand Draft"
"PAY-559","STU-2023231","117643.26","2023-01-31","Spring","2023","Demand Draft"
"PAY-560","STU-2023231","106654.21","2024-08-15","Fall","2024","Demand Draft"
"PAY-561","STU-2023232","89250.61","2023-08-30","Fall","2023","Demand Draft"
"PAY-562","STU-2023232","91879.38","2023-01-05","Spring","2023","Bank Transfer"
"PAY-563","STU-2023232","79086.27","2024-08-06","Fall","2024","Demand Draft"
"PAY-564","STU-2023232","77793.53","2024-01-21","Spring","2024","Bank Transfer"
"PAY-565","STU-2023233","123121.23","2023-08-25","Fall","2023","Online Gateway"
"PAY-566","STU-2023234","116096.22","2023-08-15","Fall","2023","Demand Draft"
"PAY-567","STU-2023234","80607.37","2023-01-29","Spring","2023","Online Gateway"
"PAY-568","STU-2023235","119340.57","2023-08-15","Fall","2023","Demand Draft"
"PAY-569","STU-2023236","118198.64","2023-08-12","Fall","2023","Online Gateway"
"PAY-570","STU-2023236","79472.62","2023-01-20","Spring","2023","Demand Draft"
"PAY-571","STU-2023236","80021.65","2024-08-31","Fall","2024","Demand Draft"
"PAY-572","STU-2023237","75051.11","2023-08-14","Fall","2023","Bank Transfer"
"PAY-573","STU-2023237","87897.48","2023-01-20","Spring","2023","Bank Transfer"
"PAY-574","STU-2023237","122802.3","2024-08-28","Fall","2024","Demand Draft"
"PAY-575","STU-2023237","117908.43","2024-01-20","Spring","2024","Demand Draft"
"PAY-576","STU-2023238","90218.36","2023-08-31","Fall","2023","Demand Draft"
"PAY-577","STU-2023238","95429.79","2023-01-28","Spring","2023","Online Gateway"
"PAY-578","STU-2023239","81148.5","2023-08-04","Fall","2023","Online Gateway"
"PAY-579","STU-2023240","78472.04","2023-08-11","Fall","2023","Demand Draft"
"PAY-580","STU-2023241","110941.75","2023-08-23","Fall","2023","Online Gateway"
"PAY-581","STU-2023241","121228.52","2023-01-30","Spring","2023","Demand Draft"
"PAY-582","STU-2023242","82294.71","2023-08-23","Fall","2023","Bank Transfer"
"PAY-583","STU-2023242","87786.9","2023-01-15","Spring","2023","Demand Draft"
"PAY-584","STU-2023243","97120.38","2023-08-10","Fall","2023","Online Gateway"
"PAY-585","STU-2023243","117002.82","2023-01-07","Spring","2023","Demand Draft"
"PAY-586","STU-2023243","101366.3","2024-08-24","Fall","2024","Demand Draft"
"PAY-587","STU-2023244","122671.29","2023-08-03","Fall","2023","Demand Draft"
"PAY-588","STU-2023244","112792.02","2023-01-09","Spring","2023","Demand Draft"
"PAY-589","STU-2023245","78156.13","2023-08-02","Fall","2023","Bank Transfer"
"PAY-590","STU-2023245","80081.96","2023-01-11","Spring","2023","Bank Transfer"
"PAY-591","STU-2023245","121185.47","2024-08-13","Fall","2024","Online Gateway"
"PAY-592","STU-2023245","114946.85","2024-01-08","Spring","2024","Bank Transfer"
"PAY-593","STU-2023246","104136.83","2023-08-19","Fall","2023","Online Gateway"
"PAY-594","STU-2023246","99690.48","2023-01-30","Spring","2023","Demand Draft"
"PAY-595","STU-2023246","122581.55","2024-08-24","Fall","2024","Online Gateway"
"PAY-596","STU-2023247","91401.17","2023-08-28","Fall","2023","Bank Transfer"
"PAY-597","STU-2023247","79436.73","2023-01-13","Spring","2023","Bank Transfer"
"PAY-598","STU-2023248","99006.73","2023-08-30","Fall","2023","Bank Transfer"
"PAY-599","STU-2023248","104096","2023-01-16","Spring","2023","Demand Draft"
"PAY-600","STU-2023249","98725.2","2023-08-14","Fall","2023","Demand Draft"
"PAY-601","STU-2023250","110262.5","2023-08-06","Fall","2023","Online Gateway"
"PAY-602","STU-2023250","98302.66","2023-01-20","Spring","2023","Bank Transfer"
"PAY-603","STU-2023251","76076.28","2023-08-30","Fall","2023","Bank Transfer"
"PAY-604","STU-2023251","84350.4","2023-01-02","Spring","2023","Demand Draft"
"PAY-605","STU-2023252","80188.29","2023-08-19","Fall","2023","Online Gateway"
"PAY-606","STU-2023253","97440.3","2023-08-22","Fall","2023","Demand Draft"
"PAY-607","STU-2023253","113286.7","2023-01-27","Spring","2023","Bank Transfer"
"PAY-608","STU-2023254","112222.86","2023-08-03","Fall","2023","Demand Draft"
"PAY-609","STU-2023254","119590.17","2023-01-22","Spring","2023","Online Gateway"
"PAY-610","STU-2023254","106174.73","2024-08-29","Fall","2024","Online Gateway"
"PAY-611","STU-2023254","83136.38","2024-01-20","Spring","2024","Demand Draft"
"PAY-612","STU-2023255","82047.72","2023-08-03","Fall","2023","Online Gateway"
"PAY-613","STU-2023255","111413.38","2023-01-11","Spring","2023","Bank Transfer"
"PAY-614","STU-2023256","75107.9","2023-08-07","Fall","2023","Online Gateway"
"PAY-615","STU-2023257","118619.3","2023-08-21","Fall","2023","Bank Transfer"
"PAY-616","STU-2023257","122406.97","2023-01-26","Spring","2023","Demand Draft"
"PAY-617","STU-2023257","104226.58","2024-08-01","Fall","2024","Online Gateway"
"PAY-618","STU-2023257","102517.87","2024-01-27","Spring","2024","Demand Draft"
"PAY-619","STU-2023258","96131.26","2023-08-14","Fall","2023","Online Gateway"
"PAY-620","STU-2023258","94568.89","2023-01-30","Spring","2023","Online Gateway"
"PAY-621","STU-2023259","114219.18","2023-08-04","Fall","2023","Demand Draft"
"PAY-622","STU-2023259","89489.48","2023-01-08","Spring","2023","Online Gateway"
"PAY-623","STU-2023259","93551.93","2024-08-11","Fall","2024","Bank Transfer"
"PAY-624","STU-2023259","113274.15","2024-01-10","Spring","2024","Bank Transfer"
"PAY-625","STU-2023260","124543.78","2023-08-22","Fall","2023","Online Gateway"
"PAY-626","STU-2023260","104879.73","2023-01-23","Spring","2023","Demand Draft"
"PAY-627","STU-2023260","79524.65","2024-08-14","Fall","2024","Bank Transfer"
"PAY-628","STU-2023261","92046.82","2023-08-10","Fall","2023","Online Gateway"
"PAY-629","STU-2023262","124162.53","2023-08-18","Fall","2023","Demand Draft"
"PAY-630","STU-2023263","78189.41","2023-08-02","Fall","2023","Demand Draft"
"PAY-631","STU-2023264","120554.04","2023-08-23","Fall","2023","Bank Transfer"
"PAY-632","STU-2023264","106648.08","2023-01-08","Spring","2023","Online Gateway"
"PAY-633","STU-2023265","123198.11","2023-08-20","Fall","2023","Online Gateway"
"PAY-634","STU-2023265","95024.8","2023-01-13","Spring","2023","Online Gateway"
"PAY-635","STU-2023265","113490.42","2024-08-31","Fall","2024","Demand Draft"
"PAY-636","STU-2023266","105430.22","2023-08-30","Fall","2023","Demand Draft"
"PAY-637","STU-2023266","113869.94","2023-01-24","Spring","2023","Demand Draft"
"PAY-638","STU-2023267","78633.23","2023-08-06","Fall","2023","Online Gateway"
"PAY-639","STU-2023268","100521.38","2023-08-18","Fall","2023","Demand Draft"
"PAY-640","STU-2023269","122386.88","2023-08-05","Fall","2023","Online Gateway"
"PAY-641","STU-2023270","89518.68","2023-08-19","Fall","2023","Online Gateway"
"PAY-642","STU-2023270","100306.56","2023-01-24","Spring","2023","Online Gateway"
"PAY-643","STU-2023270","108095.51","2024-08-16","Fall","2024","Online Gateway"
"PAY-644","STU-2023271","114819.65","2023-08-10","Fall","2023","Online Gateway"
"PAY-645","STU-2023271","100240.78","2023-01-04","Spring","2023","Bank Transfer"
"PAY-646","STU-2023271","106253.99","2024-08-24","Fall","2024","Bank Transfer"
"PAY-647","STU-2023272","84000.01","2023-08-31","Fall","2023","Bank Transfer"
"PAY-648","STU-2023272","121049.16","2023-01-16","Spring","2023","Bank Transfer"
"PAY-649","STU-2023272","119659.52","2024-08-19","Fall","2024","Bank Transfer"
"PAY-650","STU-2023273","94719.37","2023-08-24","Fall","2023","Online Gateway"
"PAY-651","STU-2023273","99386.6","2023-01-07","Spring","2023","Online Gateway"
"PAY-652","STU-2023273","119647.73","2024-08-24","Fall","2024","Bank Transfer"
"PAY-653","STU-2023273","120077.4","2024-01-16","Spring","2024","Bank Transfer"
"PAY-654","STU-2023274","106267.47","2023-08-12","Fall","2023","Demand Draft"
"PAY-655","STU-2023274","86287.77","2023-01-05","Spring","2023","Bank Transfer"
"PAY-656","STU-2023274","120089.73","2024-08-20","Fall","2024","Bank Transfer"
"PAY-657","STU-2023274","105735.64","2024-01-20","Spring","2024","Bank Transfer"
"PAY-658","STU-2023275","87315.42","2023-08-10","Fall","2023","Demand Draft"
"PAY-659","STU-2023275","100347.51","2023-01-20","Spring","2023","Demand Draft"
"PAY-660","STU-2023276","119276.82","2023-08-16","Fall","2023","Demand Draft"
"PAY-661","STU-2023276","110656.91","2023-01-10","Spring","2023","Online Gateway"
"PAY-662","STU-2023277","90851.5","2023-08-10","Fall","2023","Bank Transfer"
"PAY-663","STU-2023277","120007.89","2023-01-09","Spring","2023","Demand Draft"
"PAY-664","STU-2023277","95957.68","2024-08-17","Fall","2024","Demand Draft"
"PAY-665","STU-2023278","120488.52","2023-08-07","Fall","2023","Online Gateway"
"PAY-666","STU-2023278","88923.5","2023-01-27","Spring","2023","Bank Transfer"
"PAY-667","STU-2023279","108915.07","2023-08-29","Fall","2023","Online Gateway"
"PAY-668","STU-2023279","111933.5","2022-12-31","Spring","2023","Online Gateway"
"PAY-669","STU-2023280","101990.83","2023-08-14","Fall","2023","Demand Draft"
"PAY-670","STU-2023280","113244.44","2023-01-06","Spring","2023","Demand Draft"
"PAY-671","STU-2023280","101199.03","2024-08-13","Fall","2024","Bank Transfer"
"PAY-672","STU-2023280","104359.09","2024-01-27","Spring","2024","Bank Transfer"
"PAY-673","STU-2023281","91712.36","2023-08-20","Fall","2023","Online Gateway"
"PAY-674","STU-2023281","99571.79","2023-01-10","Spring","2023","Demand Draft"
"PAY-675","STU-2023282","81663.74","2023-08-08","Fall","2023","Bank Transfer"
